목요일-연애혁명,목요일-롤랑롤랑,금요일-고래별,금요일-외모지상주의,수요일-고수,수요일-귀곡의문,월요일-뷰티풀군바리,월요일-유일무이로맨스,일요일-싸움독학,일요일-이번생도잘부탁해,토요일-어글리후드,토요일-호랑이형님,화요일-숲속의담,화요일-여신강림
"('쉬운', 1)",,,"('느려', 1)",,,"('있을라', 1)",,,,,"('있었을까', 1)",,
"('답답한게', 1)",,,"('간단하게', 1)",,,"('야한테서', 1)",,,,,"('식겁함', 1)",,
"('휩쓸', 1)",,,"('엄청나게', 1)",,,"('방심하면서', 1)",,,,,"('있었던거지', 1)",,
"('있었던', 1)",,,"('아닐테고', 1)",,,"('무사하다는', 1)",,,,,"('재미있는', 1)",,
"('시원히', 1)",,,"('무서워하지만', 1)",,,"('둥근', 1)",,,,,"('입니다에', 1)",,
"('멋있네', 1)",,,"('가능할꺼', 1)",,,"('고파', 1)",,,,,"('놀라운', 1)",,
"('아니잖아요', 1)",,,"('강해져야', 1)",,,"('죄송합니다', 1)",,,,,"('입니', 1)",,
"('안되네요', 1)",,,"('강해지기', 1)",,,"('착한거다', 1)",,,,,"('생소한', 1)",,
"('유치하다', 1)",,,"('같아지고', 1)",,,"('희란', 1)",,,,,"('있다는것이', 1)",,
"('중요한게', 1)",,,"('강하단', 1)",,,"('무서워', 1)",,,,,"('신기할', 1)",,
"('느리고', 1)",,,"('빨라', 1)",,,"('그랬던', 1)",,,,,"('아닌지', 1)",,
"('아니었고', 1)",,,"('뜨겁다', 1)",,,"('조용히', 1)",,,,,"('귀엽습니다', 1)",,
"('실망하면서', 1)",,,"('변하지', 1)",,,"('어땠었을까', 1)",,,,,"('탄탄한', 1)",,
"('소중함을', 1)",,,"('좋아하게', 1)",,,"('있었단', 1)",,,,,"('강함을', 1)",,
"('미안하지만', 1)",,,"('이상함', 1)",,,"('삭막하겠습니까', 1)",,,,,"('재밌을듯', 1)",,
"('없다', 1)",,,"('아까', 1)",,,"('푸근해', 1)",,,,,"('있으려나', 1)",,
"('있으니까', 1)",,,"('재밌을듯', 1)",,,"('싫은', 1)",,,,,"('아린이아니고', 1)",,
"('있는거지', 1)",,,"('있으시네요', 1)",,,"('힘든줄아십니까', 1)",,,,,"('강한지', 1)",,
"('빠르다고', 1)",,,"('아닌데요', 1)",,,"('아니시니까', 1)",,,,,"('확실한건', 1)",,
"('아닌것', 1)",,,"('귀엽냐', 1)",,,"('있을거라고', 1)",,,,,"('있었음', 1)",,
"('같은데요', 1)",,,"('사랑스러우', 1)",,,"('안된다고', 1)",,,,,"('미치겠다', 1)",,
"('궁금한것', 1)",,,"('필요없음', 1)",,,"('그러는지', 1)",,,,,"('진지한', 1)",,
"('재미없다', 1)",,,"('좋겟다', 1)",,,"('그러려니', 1)",,,,,"('같네여', 1)",,
"('싫어요', 1)",,,"('검은', 1)",,,"('힘든가요', 1)",,,,,"('쎌듯', 1)",,
"('야하죠', 1)",,,"('있을것이며', 1)",,,"('드물긴', 1)",,,,,"('멋있다', 1)",,
"('엄연히', 1)",,,"('있을거란', 1)",,,"('있을텐데', 1)",,,,,"('멋있어', 1)",,
"('다릅니다', 1)",,,"('유치한', 1)",,,"('그러면서', 1)",,,,,"('있을듯', 1)",,
"('중요한건', 1)",,,"('찬찬히', 1)",,,"('적당히', 1)",,,,,"('있구나', 1)",,
"('우울한', 1)",,,"('있네요', 1)",,,"('없듯이', 1)",,,,,"('강하냐면', 1)",,
"('재밌고', 1)",,,"('멋있다고', 1)",,,"('이쁘고', 1)",,,,,"('아린에게서', 1)",,
"('좋아해요', 1)",,,"('착해지길', 1)",,,"('좋으라고', 1)",,,,,"('있을거야', 1)",,
"('잘생겼습니다', 1)",,,"('착해지는', 1)",,,"('섹시하고', 1)",,,,,"('많은데', 1)",,
"('안되나', 1)",,,"('있는거니', 1)",,,"('아름답게', 1)",,,,,"('있었습니다', 1)",,
"('없던데요', 1)",,,"('야한다', 1)",,,"('있는건데', 1)",,,,,"('같은거를', 1)",,
"('아니였어', 1)",,,"('싫더라', 1)",,,"('힘들다', 1)",,,,,"('싫어하는', 1)",,
"('먼데', 1)",,,"('빨랐어', 1)",,,"('있으며', 1)",,,,,"('필요하니까', 1)",,
"('재수없다는', 1)",,,"('있죠', 1)",,,"('역겨운', 1)",,,,,"('심한거', 1)",,
"('있었잖아', 1)",,,"('안좋게', 1)",,,"('싫습니다', 1)",,,,,"('쎄길래', 1)",,
"('속상해하는건', 1)",,,"('죄송해요', 1)",,,"('건강히', 1)",,,,,"('용맹하고', 1)",,
"('얄미울거', 1)",,,"('부탁드려요', 1)",,,"('있도록', 1)",,,,,"('당할', 1)",,
"('아까울만큼', 1)",,,"('안되어', 1)",,,"('있긴하네요', 1)",,,,,"('없다해', 1)",,
"('멋진', 1)",,,"('있었으면', 1)",,,"('날카롭고', 1)",,,,,"('유치하게', 1)",,
"('아니더라', 1)",,,"('좋겠다는', 1)",,,"('나쁩니다', 1)",,,,,"('아니었나', 1)",,
"('좋아할', 1)",,,"('좋아하는', 1)",,,"('망한', 1)",,,,,"('약하진', 1)",,
"('있냐', 1)",,,"('아닐수도', 1)",,,"('부였습니다', 1)",,,,,"('아닐거라', 1)",,
"('안타깝다', 1)",,,"('있고요', 1)",,,"('부당하다고', 1)",,,,,"('안되지', 1)",,
"('슬퍼', 1)",,,"('똑같다', 1)",,,"('확실하다', 1)",,,,,"('있는건데', 1)",,
"('좋아하지말자', 1)",,,"('느리다에서', 1)",,,"('아닙니까', 1)",,,,,"('없었는데', 1)",,
"('안되네', 1)",,,,,,"('좋을꺼', 1)",,,,,"('커다란', 1)",,
"('그러네', 1)",,,,,,"('그만하고', 1)",,,,,"('궁금하네요', 1)",,
"('있겠다', 1)",,,,,,"('안되는말로', 1)",,,,,"('저래', 1)",,
"('좋앗는데', 1)",,,,,,"('아닌진', 1)",,,,,"('멍청한', 1)",,
"('안쓰럽다', 1)",,,,,,"('힘들다하지', 1)",,,,,"('같은거', 1)",,
"('좋아했는데', 1)",,,,,,"('힘들', 1)",,,,,"('없을꺼다', 1)",,
"('비슷해서', 1)",,,,,,"('미쳐', 1)",,,,,"('멋집니다', 1)",,
"('이뻐', 1)",,,,,,"('없을거다', 1)",,,,,"('미워할', 1)",,
"('좋아해주고', 1)",,,,,,"('어이없는', 1)",,,,,"('없다', 1)",,
"('서운함은', 1)",,,,,,"('싫다', 1)",,,,,"('아까', 1)",,
"('서운한', 1)",,,,,,"('싫어한다', 1)",,,,,"('변했는데', 1)",,
"('똑같은', 1)",,,,,,"('안되냐', 1)",,,,,"('인한', 1)",,
"('아팠고', 1)",,,,,,"('사이좋게', 1)",,,,,"('근사해진건', 1)",,
"('좋아하는데', 1)",,,,,,"('재밌는데', 1)",,,,,"('무서운', 1)",,
"('불쌍하다', 1)",,,,,,"('있을게', 1)",,,,,"('부러운', 1)",,
"('좋아하겟음', 1)",,,,,,"('있어야', 1)",,,,,"('그리세요', 1)",,
"('신나하고', 1)",,,,,,"('당할게', 1)",,,,,"('가능했던거야', 1)",,
"('좋아한거도', 1)",,,,,,"('뻔하지만', 1)",,,,,"('비열한', 1)",,
"('그런건데', 1)",,,,,,"('있을까', 1)",,,,,"('같더니', 1)",,
"('당연한거', 1)",,,,,,"('그런게', 1)",,,,,"('당하는', 1)",,
"('같긴', 1)",,,,,,"('안된다', 1)",,,,,"('재밌는', 1)",,
"('평범한', 1)",,,,,,,,,,,"('야하는', 1)",,
"('있었음', 1)",,,,,,,,,,,"('의심스럽다', 1)",,
"('원합니다', 1)",,,,,,,,,,,"('있으며', 1)",,
"('아깝다', 1)",,,,,,,,,,,"('있었다', 1)",,
"('실망한', 1)",,,,,,,,,,,"('있다는거', 1)",,
"('있을줄', 1)",,,,,,,,,,,"('많고', 1)",,
"('없네', 1)",,,,,,,,,,,"('많내요', 1)",,
"('신기한건', 1)",,,,,,,,,,,"('있더라고요', 1)",,
"('영원해라', 1)",,,,,,,,,,,"('확실하다', 1)",,
"('깊게', 1)",,,,,,,,,,,"('분명하니까', 1)",,
"('행복하게', 1)",,,,,,,,,,,"('필요해서', 1)",,
"('자림이치마', 1)",,,,,,,,,,,"('안되니까', 1)",,
"('치밀한', 1)",,,,,,,,,,,"('필요없다', 1)",,
"('치밀하지만', 1)",,,,,,,,,,,"('아픈', 1)",,
"('치밀하', 1)",,,,,,,,,,,"('강해진듯', 1)",,
"('그런것', 1)",,,,,,,,,,,"('그런거', 1)",,
"('심한', 1)",,,,,,,,,,,"('필요없고', 1)",,
"('좋아하지', 1)",,,,,,,,,,,"('같다는', 1)",,
"('뿐입니다', 1)",,,,,,,,,,,"('노랗고', 1)",,
"('좋아했죠', 1)",,,,,,,,,,,"('가능한', 1)",,
"('그러니깐', 1)",,,,,,,,,,,"('그렇다면', 1)",,
"('좋지만', 1)",,,,,,,,,,,"('없다는거', 1)",,
"('재미있고', 1)",,,,,,,,,,,"('양하고있으니', 1)",,
"('없을듯', 1)",,,,,,,,,,,"('하얀', 1)",,
"('예쁘고', 1)",,,,,,,,,,,,,
"('좋아서', 1)",,,,,,,,,,,,,
"('비슷한', 1)",,,,,,,,,,,,,
"('어려운데', 1)",,,,,,,,,,,,,
"('설렜다', 1)",,,,,,,,,,,,,
"('고맙', 1)",,,,,,,,,,,,,
"('그러시는건데', 1)",,,,,,,,,,,,,
"('섭섭할지언정', 1)",,,,,,,,,,,,,
"('안되죠', 1)",,,,,,,,,,,,,
"('엄청난', 1)",,,,,,,,,,,,,
"('편히', 1)",,,,,,,,,,,,,
"('부탁드리겠습니다', 1)",,,,,,,,,,,,,
"('그렇습니다', 1)",,,,,,,,,,,,,
"('불쾌하다는', 1)",,,,,,,,,,,,,
"('좋아하세요', 1)",,,,,,,,,,,,,
"('미쳐', 1)",,,,,,,,,,,,,
"('계셔', 1)",,,,,,,,,,,,,
"('절묘해지는데', 1)",,,,,,,,,,,,,
"('무서워질', 1)",,,,,,,,,,,,,
"('뿐임', 1)",,,,,,,,,,,,,
"('유명한이래', 1)",,,,,,,,,,,,,
"('야해', 1)",,,,,,,,,,,,,
"('빵터짐', 1)",,,,,,,,,,,,,
"('아니에요', 1)",,,,,,,,,,,,,
"('이런거', 1)",,,,,,,,,,,,,
"('확실하고전', 1)",,,,,,,,,,,,,
"('그랬지', 1)",,,,,,,,,,,,,
"('왠만한건', 1)",,,,,,,,,,,,,
"('기대했다', 1)",,,,,,,,,,,,,
"('영원히', 1)",,,,,,,,,,,,,
"('훈훈하고', 1)",,,,,,,,,,,,,
"('좋은데', 1)",,,,,,,,,,,,,
"('어떻겠어요', 1)",,,,,,,,,,,,,
"('놀라운', 1)",,,,,,,,,,,,,
"('없었다는', 1)",,,,,,,,,,,,,
"('안좋은', 1)",,,,,,,,,,,,,
"('굴면서', 1)",,,,,,,,,,,,,
"('미워하고', 1)",,,,,,,,,,,,,
"('당했다', 1)",,,,,,,,,,,,,
"('싫어', 1)",,,,,,,,,,,,,
"('그만해주세요', 1)",,,,,,,,,,,,,
"('필요해', 1)",,,,,,,,,,,,,
"('훈훈했어', 1)",,,,,,,,,,,,,
"('솔직하게', 1)",,,,,,,,,,,,,
"('미묘하게', 1)",,,,,,,,,,,,,
"('재밌음', 1)",,,,,,,,,,,,,
"('아까까지', 1)",,,,,,,,,,,,,
"('행복하다', 1)",,,,,,,,,,,,,
"('당하겠군', 1)",,,,,,,,,,,,,
"('그렇다면', 1)",,,,,,,,,,,,,
"('다르긴', 1)",,,,,,,,,,,,,
"('야한다니', 1)",,,,,,,,,,,,,
