싱글맘맘이야,여우자매,대학원 탈출일지,오사와 오폐수들,저승파견고용직,우리 카페 사장님이 이상하다,"괜찮아, 고3이야",우리집 강아지는 복슬강아지,지극히 평범한 생활,아빠는 N살,낮잠 자는 사람들,깜빡깜빡,루텔,구나의 그랬구나,아스테리스크,아오링도쿄,잔액이 부족합니다,운명...인가요?,발버둥치다,국제결혼개그만화,실험학교,오늘을 담다.,방구석수필,좀비 패밀리,(Old)악마법소녀,서툴고 어리숙해도 좋아하는,정령왕즈,쿤도덥브라더스,생각보다 잘 자랐습니다,몬스터 커맨더F,생존일지,시크릿가족,무엇이든 그려드립니닷!,카나와 초나의 독일,그래도 하루는,죽음과 동화,감각의 어빌러티,천상대전,AI폰 아리랑,채채쓰의 웃픈일기,방에 콕! 진댕,무존재감
,"('착해', 1)",,,,,,,,,,,"('있어도', 1)",,,,,,"('반가웠어요', 1)",,,,,,"('빨개지는데', 1)",,,,,,,,,,,,,,,,,
,"('멋있어요', 1)",,,,,,,,,,,,,,,,,"('중요하고', 1)",,,,,,"('빠르시', 1)",,,,,,,,,,,,,,,,,
,"('변했어', 1)",,,,,,,,,,,,,,,,,"('소중하니까', 1)",,,,,,"('찡하다', 1)",,,,,,,,,,,,,,,,,
,"('안되는게', 1)",,,,,,,,,,,,,,,,,"('짜증나는', 1)",,,,,,"('재미있다', 1)",,,,,,,,,,,,,,,,,
,"('신기한', 1)",,,,,,,,,,,,,,,,,"('재밌었어요', 1)",,,,,,"('그렇구나', 1)",,,,,,,,,,,,,,,,,
,"('같으니라고', 1)",,,,,,,,,,,,,,,,,"('힘드셨을텐데', 1)",,,,,,"('뿐이었던거야아', 1)",,,,,,,,,,,,,,,,,
,"('잘생기면', 1)",,,,,,,,,,,,,,,,,"('담담하게', 1)",,,,,,"('성하다', 1)",,,,,,,,,,,,,,,,,
,"('좋겠지', 1)",,,,,,,,,,,,,,,,,"('성실히', 1)",,,,,,"('미워하지', 1)",,,,,,,,,,,,,,,,,
,"('재밌는디', 1)",,,,,,,,,,,,,,,,,"('멋집니다', 1)",,,,,,"('힘들더라도', 1)",,,,,,,,,,,,,,,,,
,"('원했지만', 1)",,,,,,,,,,,,,,,,,"('필요없어요', 1)",,,,,,"('아깝다', 1)",,,,,,,,,,,,,,,,,
,"('괜찮지', 1)",,,,,,,,,,,,,,,,,"('즐거울테니까', 1)",,,,,,"('아니었나', 1)",,,,,,,,,,,,,,,,,
,"('쉬운건', 1)",,,,,,,,,,,,,,,,,"('없습니다', 1)",,,,,,"('일정하지', 1)",,,,,,,,,,,,,,,,,
,"('특별하고', 1)",,,,,,,,,,,,,,,,,"('어둡게', 1)",,,,,,"('그러지', 1)",,,,,,,,,,,,,,,,,
,"('어설프죠', 1)",,,,,,,,,,,,,,,,,"('아니라면서', 1)",,,,,,"('이쁘고', 1)",,,,,,,,,,,,,,,,,
,"('높으신', 1)",,,,,,,,,,,,,,,,,"('풍족한데', 1)",,,,,,"('비슷한거', 1)",,,,,,,,,,,,,,,,,
,"('일정하지', 1)",,,,,,,,,,,,,,,,,"('뿐입니다', 1)",,,,,,"('당하구', 1)",,,,,,,,,,,,,,,,,
,"('부족하고', 1)",,,,,,,,,,,,,,,,,"('조심스러운', 1)",,,,,,"('무정한', 1)",,,,,,,,,,,,,,,,,
,"('부족해', 1)",,,,,,,,,,,,,,,,,"('귀엽게', 1)",,,,,,"('아깝지', 1)",,,,,,,,,,,,,,,,,
,"('어설픈', 1)",,,,,,,,,,,,,,,,,"('힘들다면', 1)",,,,,,"('그러다', 1)",,,,,,,,,,,,,,,,,
,"('특별하지도', 1)",,,,,,,,,,,,,,,,,"('창백한', 1)",,,,,,"('망할', 1)",,,,,,,,,,,,,,,,,
,"('이래라', 1)",,,,,,,,,,,,,,,,,"('좋아하는데', 1)",,,,,,"('완벽하지', 1)",,,,,,,,,,,,,,,,,
,"('저래라', 1)",,,,,,,,,,,,,,,,,"('좋아용', 1)",,,,,,"('실망해', 1)",,,,,,,,,,,,,,,,,
,"('쉬운', 1)",,,,,,,,,,,,,,,,,"('주제넘지만', 1)",,,,,,"('아니매', 1)",,,,,,,,,,,,,,,,,
,"('작가니도', 1)",,,,,,,,,,,,,,,,,"('있더라고요', 1)",,,,,,"('재밌으셨을까', 1)",,,,,,,,,,,,,,,,,
,"('사소한거', 1)",,,,,,,,,,,,,,,,,"('충분한', 1)",,,,,,"('사소한것에서', 1)",,,,,,,,,,,,,,,,,
,"('그러지', 1)",,,,,,,,,,,,,,,,,"('신중하게', 1)",,,,,,"('계실까', 1)",,,,,,,,,,,,,,,,,
,"('힘드십니다', 1)",,,,,,,,,,,,,,,,,"('좋았어', 1)",,,,,,"('정확하진', 1)",,,,,,,,,,,,,,,,,
,"('이럴', 1)",,,,,,,,,,,,,,,,,"('그랬다면', 1)",,,,,,"('심해서', 1)",,,,,,,,,,,,,,,,,
,"('그럴거면', 1)",,,,,,,,,,,,,,,,,"('깊어지네요', 1)",,,,,,"('힘들었던', 1)",,,,,,,,,,,,,,,,,
,"('이상할거', 1)",,,,,,,,,,,,,,,,,"('담담하고', 1)",,,,,,"('안되는데', 1)",,,,,,,,,,,,,,,,,
,"('있을거라', 1)",,,,,,,,,,,,,,,,,"('단단한', 1)",,,,,,"('완벽해요', 1)",,,,,,,,,,,,,,,,,
,"('아니가', 1)",,,,,,,,,,,,,,,,,"('계신다고', 1)",,,,,,"('유일하게', 1)",,,,,,,,,,,,,,,,,
,"('그러는데', 1)",,,,,,,,,,,,,,,,,"('차분하고', 1)",,,,,,"('있으리라', 1)",,,,,,,,,,,,,,,,,
,"('미워해야만', 1)",,,,,,,,,,,,,,,,,"('편안한', 1)",,,,,,"('야하는', 1)",,,,,,,,,,,,,,,,,
,"('없것다', 1)",,,,,,,,,,,,,,,,,"('좋아하고', 1)",,,,,,"('변하네요', 1)",,,,,,,,,,,,,,,,,
,"('설레다니', 1)",,,,,,,,,,,,,,,,,"('싫어하는', 1)",,,,,,"('두렵고', 1)",,,,,,,,,,,,,,,,,
,"('싫어하는', 1)",,,,,,,,,,,,,,,,,"('계신것', 1)",,,,,,"('무서워', 1)",,,,,,,,,,,,,,,,,
,"('위험할', 1)",,,,,,,,,,,,,,,,,"('멋있다고', 1)",,,,,,"('괜찮아져서', 1)",,,,,,,,,,,,,,,,,
,"('재미있겠다', 1)",,,,,,,,,,,,,,,,,"('좋아하시는군요', 1)",,,,,,"('부러워지네요', 1)",,,,,,,,,,,,,,,,,
,"('부테', 1)",,,,,,,,,,,,,,,,,"('귀엽잖아', 1)",,,,,,"('힘들게', 1)",,,,,,,,,,,,,,,,,
,"('좋았어', 1)",,,,,,,,,,,,,,,,,"('많았을텐데', 1)",,,,,,"('평범한', 1)",,,,,,,,,,,,,,,,,
,"('어색할듯', 1)",,,,,,,,,,,,,,,,,"('행복했어요', 1)",,,,,,"('없다는게', 1)",,,,,,,,,,,,,,,,,
,"('더나앗던거', 1)",,,,,,,,,,,,,,,,,"('그렇대', 1)",,,,,,"('진하냐', 1)",,,,,,,,,,,,,,,,,
,"('듬직해', 1)",,,,,,,,,,,,,,,,,"('사소하게', 1)",,,,,,"('없는거지', 1)",,,,,,,,,,,,,,,,,
,"('좋아도', 1)",,,,,,,,,,,,,,,,,"('예민해져서', 1)",,,,,,"('있은거', 1)",,,,,,,,,,,,,,,,,
,"('오래된건', 1)",,,,,,,,,,,,,,,,,"('변하지도', 1)",,,,,,"('괜찮으려나', 1)",,,,,,,,,,,,,,,,,
,"('어이없네', 1)",,,,,,,,,,,,,,,,,"('편한대로', 1)",,,,,,"('아니겠지', 1)",,,,,,,,,,,,,,,,,
,"('멀었군', 1)",,,,,,,,,,,,,,,,,"('편한지도', 1)",,,,,,"('이런건', 1)",,,,,,,,,,,,,,,,,
,"('계십니다', 1)",,,,,,,,,,,,,,,,,"('같으면', 1)",,,,,,"('쓸데없는', 1)",,,,,,,,,,,,,,,,,
,"('있냐고요', 1)",,,,,,,,,,,,,,,,,"('싫더라구요', 1)",,,,,,"('멋지다는', 1)",,,,,,,,,,,,,,,,,
,"('없겠거든요', 1)",,,,,,,,,,,,,,,,,"('강할수록', 1)",,,,,,"('힘들었었는데', 1)",,,,,,,,,,,,,,,,,
,"('반갑소', 1)",,,,,,,,,,,,,,,,,"('심하다더라구요', 1)",,,,,,"('더라구요', 1)",,,,,,,,,,,,,,,,,
,"('설렜는데', 1)",,,,,,,,,,,,,,,,,"('괴로워요', 1)",,,,,,"('같은거나', 1)",,,,,,,,,,,,,,,,,
,"('짧다', 1)",,,,,,,,,,,,,,,,,"('많은거', 1)",,,,,,"('엄청나셔요', 1)",,,,,,,,,,,,,,,,,
,"('당하던', 1)",,,,,,,,,,,,,,,,,"('이뻐용', 1)",,,,,,"('많았으면', 1)",,,,,,,,,,,,,,,,,
,"('아녔어', 1)",,,,,,,,,,,,,,,,,"('부족합니다', 1)",,,,,,"('성공했으면', 1)",,,,,,,,,,,,,,,,,
,"('잘생겼겠', 1)",,,,,,,,,,,,,,,,,"('부족하니까', 1)",,,,,,"('충분하다', 1)",,,,,,,,,,,,,,,,,
,"('멋있고', 1)",,,,,,,,,,,,,,,,,"('관대하게', 1)",,,,,,"('있어주면', 1)",,,,,,,,,,,,,,,,,
,"('따뜻한', 1)",,,,,,,,,,,,,,,,,"('그리웠고', 1)",,,,,,"('고였어', 1)",,,,,,,,,,,,,,,,,
,"('아니예요', 1)",,,,,,,,,,,,,,,,,"('이렇게나마', 1)",,,,,,"('없었을', 1)",,,,,,,,,,,,,,,,,
,"('필요해요', 1)",,,,,,,,,,,,,,,,,"('있어주셔서', 1)",,,,,,"('멋있다', 1)",,,,,,,,,,,,,,,,,
,"('얌전한', 1)",,,,,,,,,,,,,,,,,"('힘들거라', 1)",,,,,,"('짧은', 1)",,,,,,,,,,,,,,,,,
,"('고마워', 1)",,,,,,,,,,,,,,,,,"('편할', 1)",,,,,,"('뻔했어', 1)",,,,,,,,,,,,,,,,,
,"('그러치만', 1)",,,,,,,,,,,,,,,,,"('변하지', 1)",,,,,,"('따뜻해', 1)",,,,,,,,,,,,,,,,,
,"('필요하다', 1)",,,,,,,,,,,,,,,,,"('걱정스러워', 1)",,,,,,"('고마울수가', 1)",,,,,,,,,,,,,,,,,
,"('흥미로운데', 1)",,,,,,,,,,,,,,,,,"('반갑다는', 1)",,,,,,"('없더라고요', 1)",,,,,,,,,,,,,,,,,
,"('귀여우세요', 1)",,,,,,,,,,,,,,,,,"('짜증나기도', 1)",,,,,,"('미쳤', 1)",,,,,,,,,,,,,,,,,
,"('아닌거야', 1)",,,,,,,,,,,,,,,,,"('한심하기도', 1)",,,,,,"('대단해', 1)",,,,,,,,,,,,,,,,,
,"('있긴한데', 1)",,,,,,,,,,,,,,,,,"('궁금해지네요', 1)",,,,,,"('재밌어라', 1)",,,,,,,,,,,,,,,,,
,"('짜증나네요', 1)",,,,,,,,,,,,,,,,,"('뿐이지요', 1)",,,,,,"('엄청나다', 1)",,,,,,,,,,,,,,,,,
,"('찰짐', 1)",,,,,,,,,,,,,,,,,"('야할', 1)",,,,,,"('진정한', 1)",,,,,,,,,,,,,,,,,
,"('재미있음', 1)",,,,,,,,,,,,,,,,,"('그런건', 1)",,,,,,"('아니신', 1)",,,,,,,,,,,,,,,,,
,"('느린', 1)",,,,,,,,,,,,,,,,,"('비슷해요', 1)",,,,,,"('재밌다', 1)",,,,,,,,,,,,,,,,,
,"('멋져', 1)",,,,,,,,,,,,,,,,,"('친근하죠', 1)",,,,,,"('고맙다', 1)",,,,,,,,,,,,,,,,,
,"('미치게', 1)",,,,,,,,,,,,,,,,,"('중요한거', 1)",,,,,,"('아닌데요', 1)",,,,,,,,,,,,,,,,,
,"('부족하데', 1)",,,,,,,,,,,,,,,,,"('그렇군요', 1)",,,,,,"('없잖아요', 1)",,,,,,,,,,,,,,,,,
,"('아니었군', 1)",,,,,,,,,,,,,,,,,"('이럴', 1)",,,,,,"('행복해지기', 1)",,,,,,,,,,,,,,,,,
,"('미안하다', 1)",,,,,,,,,,,,,,,,,"('당연하다', 1)",,,,,,"('행복해질', 1)",,,,,,,,,,,,,,,,,
,"('아니라는', 1)",,,,,,,,,,,,,,,,,"('있었을거예요', 1)",,,,,,"('좋아해', 1)",,,,,,,,,,,,,,,,,
,"('있는듯', 1)",,,,,,,,,,,,,,,,,"('좋아할테니', 1)",,,,,,"('그렇네요', 1)",,,,,,,,,,,,,,,,,
,"('재밌습니다', 1)",,,,,,,,,,,,,,,,,"('계시는지', 1)",,,,,,"('있는데다가', 1)",,,,,,,,,,,,,,,,,
,"('높은거', 1)",,,,,,,,,,,,,,,,,"('어떤지', 1)",,,,,,"('후회되지', 1)",,,,,,,,,,,,,,,,,
,"('탄탄해서', 1)",,,,,,,,,,,,,,,,,"('재탕하고', 1)",,,,,,"('축축해졌네요', 1)",,,,,,,,,,,,,,,,,
,"('좋을거', 1)",,,,,,,,,,,,,,,,,"('재탕했는데', 1)",,,,,,"('좋으시고', 1)",,,,,,,,,,,,,,,,,
,"('섹시하면', 1)",,,,,,,,,,,,,,,,,"('반가워여', 1)",,,,,,"('담담하게', 1)",,,,,,,,,,,,,,,,,
,"('너무해', 1)",,,,,,,,,,,,,,,,,"('있든', 1)",,,,,,"('좋아해서', 1)",,,,,,,,,,,,,,,,,
,"('잘생겨졌어', 1)",,,,,,,,,,,,,,,,,"('많은걸', 1)",,,,,,"('무리하지는', 1)",,,,,,,,,,,,,,,,,
,"('잘생겼었나', 1)",,,,,,,,,,,,,,,,,"('계시다면', 1)",,,,,,"('싫다고', 1)",,,,,,,,,,,,,,,,,
,"('좋아한다고', 1)",,,,,,,,,,,,,,,,,"('기쁠거에요', 1)",,,,,,"('안되', 1)",,,,,,,,,,,,,,,,,
,"('싫어하는건데', 1)",,,,,,,,,,,,,,,,,"('그렇거든요', 1)",,,,,,"('미쳤네', 1)",,,,,,,,,,,,,,,,,
,"('좋아하는게', 1)",,,,,,,,,,,,,,,,,"('어떡하지', 1)",,,,,,"('완벽하구요', 1)",,,,,,,,,,,,,,,,,
,"('계시는것', 1)",,,,,,,,,,,,,,,,,"('장하더라구요', 1)",,,,,,"('섬세하고', 1)",,,,,,,,,,,,,,,,,
,"('아픈', 1)",,,,,,,,,,,,,,,,,"('후련히', 1)",,,,,,"('긴박해요', 1)",,,,,,,,,,,,,,,,,
,"('느려', 1)",,,,,,,,,,,,,,,,,"('필요하지만', 1)",,,,,,"('이상하게', 1)",,,,,,,,,,,,,,,,,
,"('반할줄', 1)",,,,,,,,,,,,,,,,,"('예쁜지', 1)",,,,,,"('힘듦', 1)",,,,,,,,,,,,,,,,,
,"('많지', 1)",,,,,,,,,,,,,,,,,"('성공한다', 1)",,,,,,"('재미있다하나하나가', 1)",,,,,,,,,,,,,,,,,
,"('이런게', 1)",,,,,,,,,,,,,,,,,"('한심해도', 1)",,,,,,"('부족한것은', 1)",,,,,,,,,,,,,,,,,
,"('싫테하네', 1)",,,,,,,,,,,,,,,,,"('입니당', 1)",,,,,,"('안타까', 1)",,,,,,,,,,,,,,,,,
,"('대단하다', 1)",,,,,,,,,,,,,,,,,"('당했습니다', 1)",,,,,,"('있을수있습니다', 1)",,,,,,,,,,,,,,,,,
,"('재밌어용', 1)",,,,,,,,,,,,,,,,,"('싫어했어요', 1)",,,,,,"('슬프네요', 1)",,,,,,,,,,,,,,,,,
,"('빨간거', 1)",,,,,,,,,,,,,,,,,"('친했던', 1)",,,,,,"('심하게', 1)",,,,,,,,,,,,,,,,,
,"('그런거', 1)",,,,,,,,,,,,,,,,,"('귀엽다고', 1)",,,,,,"('싫네요', 1)",,,,,,,,,,,,,,,,,
,"('안됬다고', 1)",,,,,,,,,,,,,,,,,"('낮았어요', 1)",,,,,,"('없거나', 1)",,,,,,,,,,,,,,,,,
,"('길었는데', 1)",,,,,,,,,,,,,,,,,"('아깝더라고요', 1)",,,,,,"('재미있으면', 1)",,,,,,,,,,,,,,,,,
,"('있었거든요', 1)",,,,,,,,,,,,,,,,,"('무책임한', 1)",,,,,,"('이상한게', 1)",,,,,,,,,,,,,,,,,
,"('작작하랑', 1)",,,,,,,,,,,,,,,,,"('한심하다고', 1)",,,,,,"('이상한거란', 1)",,,,,,,,,,,,,,,,,
,"('좋테도', 1)",,,,,,,,,,,,,,,,,"('행복합니다', 1)",,,,,,"('괜찮지', 1)",,,,,,,,,,,,,,,,,
,"('없냐구요', 1)",,,,,,,,,,,,,,,,,"('안녕히', 1)",,,,,,"('괜찮다고', 1)",,,,,,,,,,,,,,,,,
,"('당했군', 1)",,,,,,,,,,,,,,,,,"('괜찮아지고', 1)",,,,,,"('많았는데', 1)",,,,,,,,,,,,,,,,,
,"('이상한거나', 1)",,,,,,,,,,,,,,,,,"('계시구나', 1)",,,,,,"('기뻐', 1)",,,,,,,,,,,,,,,,,
,"('행복해요', 1)",,,,,,,,,,,,,,,,,"('괜찮아져가고', 1)",,,,,,"('숨막힌다', 1)",,,,,,,,,,,,,,,,,
,"('멋있다', 1)",,,,,,,,,,,,,,,,,"('힘든거에요', 1)",,,,,,"('당하는것보다', 1)",,,,,,,,,,,,,,,,,
,"('궁금하네요', 1)",,,,,,,,,,,,,,,,,"('심하지', 1)",,,,,,"('많을지도', 1)",,,,,,,,,,,,,,,,,
,"('재밌기', 1)",,,,,,,,,,,,,,,,,"('심해서', 1)",,,,,,"('낮아서', 1)",,,,,,,,,,,,,,,,,
,"('좋아하실거라', 1)",,,,,,,,,,,,,,,,,"('멀쩡한', 1)",,,,,,"('아팠어요', 1)",,,,,,,,,,,,,,,,,
,"('이쁘니까', 1)",,,,,,,,,,,,,,,,,"('귀찮으니까', 1)",,,,,,"('마땅하고', 1)",,,,,,,,,,,,,,,,,
,"('그러니', 1)",,,,,,,,,,,,,,,,,"('우울하다고', 1)",,,,,,"('마땅한', 1)",,,,,,,,,,,,,,,,,
,"('좋테', 1)",,,,,,,,,,,,,,,,,"('안됨', 1)",,,,,,"('미쳤는데', 1)",,,,,,,,,,,,,,,,,
,"('좋아할거라', 1)",,,,,,,,,,,,,,,,,"('자랑스럽더라고요', 1)",,,,,,"('뛰어난데', 1)",,,,,,,,,,,,,,,,,
,"('계실텐데', 1)",,,,,,,,,,,,,,,,,"('괜찮아질', 1)",,,,,,"('머냐말이', 1)",,,,,,,,,,,,,,,,,
,"('역겨우니까', 1)",,,,,,,,,,,,,,,,,"('행복하세용', 1)",,,,,,"('이런게', 1)",,,,,,,,,,,,,,,,,
,"('그만해', 1)",,,,,,,,,,,,,,,,,"('있으시니', 1)",,,,,,"('야하는데', 1)",,,,,,,,,,,,,,,,,
,"('잘생김', 1)",,,,,,,,,,,,,,,,,"('그러시는거', 1)",,,,,,"('완벽하네요', 1)",,,,,,,,,,,,,,,,,
,"('재미있으면', 1)",,,,,,,,,,,,,,,,,"('필요없겠다', 1)",,,,,,"('많아요', 1)",,,,,,,,,,,,,,,,,
,"('어떡해요', 1)",,,,,,,,,,,,,,,,,"('나쁜것만도', 1)",,,,,,"('좋겠는데', 1)",,,,,,,,,,,,,,,,,
,"('분명해', 1)",,,,,,,,,,,,,,,,,"('아니었어요', 1)",,,,,,"('좋을것', 1)",,,,,,,,,,,,,,,,,
,"('반했다', 1)",,,,,,,,,,,,,,,,,"('관대해져도', 1)",,,,,,"('뿐입니다', 1)",,,,,,,,,,,,,,,,,
,"('설렜어', 1)",,,,,,,,,,,,,,,,,"('말랑하게', 1)",,,,,,"('부럽다', 1)",,,,,,,,,,,,,,,,,
,"('계신거죠', 1)",,,,,,,,,,,,,,,,,"('있기에', 1)",,,,,,"('투명하게', 1)",,,,,,,,,,,,,,,,,
,"('속상하네요', 1)",,,,,,,,,,,,,,,,,"('좋아할', 1)",,,,,,"('정확해요', 1)",,,,,,,,,,,,,,,,,
,"('못지않게', 1)",,,,,,,,,,,,,,,,,"('유일하게', 1)",,,,,,"('찝찝해하다', 1)",,,,,,,,,,,,,,,,,
,"('잘생긴거지', 1)",,,,,,,,,,,,,,,,,"('아니니죠', 1)",,,,,,"('애매하니', 1)",,,,,,,,,,,,,,,,,
,"('필요해', 1)",,,,,,,,,,,,,,,,,"('안되고', 1)",,,,,,"('싫어하세요', 1)",,,,,,,,,,,,,,,,,
,"('빠르시네', 1)",,,,,,,,,,,,,,,,,"('그랬을까', 1)",,,,,,"('편해지죠', 1)",,,,,,,,,,,,,,,,,
,"('좋아할줄', 1)",,,,,,,,,,,,,,,,,"('실망했겠지', 1)",,,,,,"('있어서는', 1)",,,,,,,,,,,,,,,,,
,"('완벽해', 1)",,,,,,,,,,,,,,,,,"('예민한', 1)",,,,,,"('괜찮겟죠', 1)",,,,,,,,,,,,,,,,,
,"('아파요', 1)",,,,,,,,,,,,,,,,,"('아니냐고', 1)",,,,,,"('힘들다는', 1)",,,,,,,,,,,,,,,,,
,"('빠르니', 1)",,,,,,,,,,,,,,,,,"('힘들어해', 1)",,,,,,"('없을', 1)",,,,,,,,,,,,,,,,,
,"('빠르시군요', 1)",,,,,,,,,,,,,,,,,"('괜찮아져', 1)",,,,,,"('힘들어', 1)",,,,,,,,,,,,,,,,,
,"('좋겠어용', 1)",,,,,,,,,,,,,,,,,"('그렇더라구요', 1)",,,,,,"('어뜩해', 1)",,,,,,,,,,,,,,,,,
,"('옳소', 1)",,,,,,,,,,,,,,,,,"('아련하고', 1)",,,,,,"('궁금한데서', 1)",,,,,,,,,,,,,,,,,
,"('안녕하', 1)",,,,,,,,,,,,,,,,,"('있지는', 1)",,,,,,"('슬프겟다', 1)",,,,,,,,,,,,,,,,,
,"('다렀습니다', 1)",,,,,,,,,,,,,,,,,"('아름답잖아요', 1)",,,,,,"('힘들다고', 1)",,,,,,,,,,,,,,,,,
,"('이뿐', 1)",,,,,,,,,,,,,,,,,"('아름다워요', 1)",,,,,,"('그리워', 1)",,,,,,,,,,,,,,,,,
,"('아니겠지', 1)",,,,,,,,,,,,,,,,,"('가득하니까', 1)",,,,,,"('어떨까', 1)",,,,,,,,,,,,,,,,,
,"('후련하구', 1)",,,,,,,,,,,,,,,,,"('싫어지는건', 1)",,,,,,"('좋을지', 1)",,,,,,,,,,,,,,,,,
,"('벅차고', 1)",,,,,,,,,,,,,,,,,"('없잖아요', 1)",,,,,,"('변하게', 1)",,,,,,,,,,,,,,,,,
,"('예쁘시다', 1)",,,,,,,,,,,,,,,,,"('있을거에요', 1)",,,,,,"('복잡하네요', 1)",,,,,,,,,,,,,,,,,
,"('잘생겼군', 1)",,,,,,,,,,,,,,,,,"('드물더라구요', 1)",,,,,,"('좋군요', 1)",,,,,,,,,,,,,,,,,
,"('무식한거', 1)",,,,,,,,,,,,,,,,,"('기쁘더라구요', 1)",,,,,,"('야할지', 1)",,,,,,,,,,,,,,,,,
,"('많아야', 1)",,,,,,,,,,,,,,,,,"('찬찬히', 1)",,,,,,"('자랑스럽', 1)",,,,,,,,,,,,,,,,,
,"('편하고', 1)",,,,,,,,,,,,,,,,,"('계시겠지만', 1)",,,,,,"('심오하네요', 1)",,,,,,,,,,,,,,,,,
,"('귀엽도', 1)",,,,,,,,,,,,,,,,,"('싫은', 1)",,,,,,"('하얀', 1)",,,,,,,,,,,,,,,,,
,"('안전한', 1)",,,,,,,,,,,,,,,,,"('부족한', 1)",,,,,,"('아니었구나', 1)",,,,,,,,,,,,,,,,,
,"('부을테니', 1)",,,,,,,,,,,,,,,,,"('완벽하려고', 1)",,,,,,"('원했거든요', 1)",,,,,,,,,,,,,,,,,
,"('새로워', 1)",,,,,,,,,,,,,,,,,"('꼴사나워', 1)",,,,,,"('멋지게', 1)",,,,,,,,,,,,,,,,,
,"('짜릿해', 1)",,,,,,,,,,,,,,,,,"('부족하고', 1)",,,,,,"('강해지고', 1)",,,,,,,,,,,,,,,,,
,"('같은게', 1)",,,,,,,,,,,,,,,,,"('부족해', 1)",,,,,,"('설레고', 1)",,,,,,,,,,,,,,,,,
,"('많에', 1)",,,,,,,,,,,,,,,,,"('꼴사납지', 1)",,,,,,"('아쉽다', 1)",,,,,,,,,,,,,,,,,
,"('없어여', 1)",,,,,,,,,,,,,,,,,"('멋있는', 1)",,,,,,"('슬프자', 1)",,,,,,,,,,,,,,,,,
,"('아닙', 1)",,,,,,,,,,,,,,,,,"('강해졌다고', 1)",,,,,,"('힘들고', 1)",,,,,,,,,,,,,,,,,
,"('궁금해', 1)",,,,,,,,,,,,,,,,,"('행복하기를', 1)",,,,,,"('힘들었어요', 1)",,,,,,,,,,,,,,,,,
,"('안녕하세요', 1)",,,,,,,,,,,,,,,,,"('그럼에도', 1)",,,,,,"('찬찬히', 1)",,,,,,,,,,,,,,,,,
,"('안되고', 1)",,,,,,,,,,,,,,,,,"('있다는게', 1)",,,,,,"('멋있', 1)",,,,,,,,,,,,,,,,,
,"('계시는데', 1)",,,,,,,,,,,,,,,,,"('이랬다가도', 1)",,,,,,"('대단해용', 1)",,,,,,,,,,,,,,,,,
,"('그렇다', 1)",,,,,,,,,,,,,,,,,"('그렇지', 1)",,,,,,"('꿀꿀했는데', 1)",,,,,,,,,,,,,,,,,
,"('아니오', 1)",,,,,,,,,,,,,,,,,"('완벽할', 1)",,,,,,"('찡하구요', 1)",,,,,,,,,,,,,,,,,
,"('낮다', 1)",,,,,,,,,,,,,,,,,"('완벽하고', 1)",,,,,,"('곤란해', 1)",,,,,,,,,,,,,,,,,
,"('있는거죠', 1)",,,,,,,,,,,,,,,,,"('완벽하다', 1)",,,,,,"('위대함', 1)",,,,,,,,,,,,,,,,,
,"('기대하게', 1)",,,,,,,,,,,,,,,,,"('끊임없이', 1)",,,,,,"('망함', 1)",,,,,,,,,,,,,,,,,
,"('아닌거지', 1)",,,,,,,,,,,,,,,,,"('행복해지는', 1)",,,,,,"('좋으시겠다', 1)",,,,,,,,,,,,,,,,,
,"('성숙해지고', 1)",,,,,,,,,,,,,,,,,"('있었음', 1)",,,,,,"('좋겠단', 1)",,,,,,,,,,,,,,,,,
,"('예뻐진거', 1)",,,,,,,,,,,,,,,,,"('좋을것', 1)",,,,,,"('안됬', 1)",,,,,,,,,,,,,,,,,
,"('예뻐지고', 1)",,,,,,,,,,,,,,,,,"('계신지요', 1)",,,,,,"('깊었던건', 1)",,,,,,,,,,,,,,,,,
,"('아깝다', 1)",,,,,,,,,,,,,,,,,"('반갑지만', 1)",,,,,,"('중요했던', 1)",,,,,,,,,,,,,,,,,
,"('드러가는', 1)",,,,,,,,,,,,,,,,,"('차분하게', 1)",,,,,,"('있군요', 1)",,,,,,,,,,,,,,,,,
,"('안되겠다', 1)",,,,,,,,,,,,,,,,,"('어떡해', 1)",,,,,,"('괜찮으니까', 1)",,,,,,,,,,,,,,,,,
,"('있는거냐고', 1)",,,,,,,,,,,,,,,,,"('뿌듯하고', 1)",,,,,,"('부럽네요', 1)",,,,,,,,,,,,,,,,,
,"('재미있군요', 1)",,,,,,,,,,,,,,,,,"('즐겁게', 1)",,,,,,"('있기는', 1)",,,,,,,,,,,,,,,,,
,"('아플까', 1)",,,,,,,,,,,,,,,,,"('이래라', 1)",,,,,,"('놀라워', 1)",,,,,,,,,,,,,,,,,
,"('괜찮지만', 1)",,,,,,,,,,,,,,,,,"('저래라', 1)",,,,,,"('아프면', 1)",,,,,,,,,,,,,,,,,
,"('단순한', 1)",,,,,,,,,,,,,,,,,"('없다니', 1)",,,,,,"('강할수록', 1)",,,,,,,,,,,,,,,,,
,"('있긴', 1)",,,,,,,,,,,,,,,,,"('더럽다고', 1)",,,,,,"('아픈거겠지', 1)",,,,,,,,,,,,,,,,,
,"('아까운데', 1)",,,,,,,,,,,,,,,,,"('잠잠하네요', 1)",,,,,,"('똑똑하다', 1)",,,,,,,,,,,,,,,,,
