사는 게 이게 모양?!,빨간 고백,위닝샷!,집순이에 대하여,자작 보드게임 동아리,500원 토끼,솔의 일기,이래봬도2학년,대공녀는 거기에 없었다,범고래아가씨,"77년생, 열아홉",두남자일기,여기서 한잔할래?,좋아하는거 참으면 병나요!,딴 짓이 제일 재밌어,스토커의 하루,띵동! 도토리에요,마이데이,판타지 TV,만월에 핀 연꽃,전지적덕후시점,너와 나의 하늘색,너와 가까워지는 거리,어둠의 일상툰,하이스쿨 콤플렉스(마이동풍),함께 할 때까지,이세계 국밥 마스터,우당탕 입큰이,좀비랜드,내 매력에 퐁당,나타나주세요!,하루의 하늘,한 뼘 공포집,해피하우스,살인교사,템플러,직업 : 며느리,"뼈와 재, 불의 이야기",남편 먹는 여자,너와 나의 몰디브,체리 블러드,모두의 미아씨,158동 진상부부,공원여행,살인범과 산다,애포칼립스,미신반신,의대생 하루,하나리즈,식봉툰,국밥소녀
"('미안해네요', 2)","('재밌어', 1)","('스럽', 2)","('쑥스럽네요', 2)","('두려워', 2)","('예쁘당', 1)","('안타깝네요', 2)","('있었으니까', 2)","('없었다', 2)","('부탁드림니다', 1)","('기대할게요', 2)",,"('아니구나', 2)","('좋은데', 2)","('좋겠습니다', 1)","('이뿜', 1)","('귀엽습니다', 2)","('아니구나', 2)","('없습니다', 2)","('좋데', 2)","('중요한거', 2)","('설레는', 2)","('좋당', 2)","('비슷한데', 1)","('안됩니', 1)","('변함', 1)","('가능하다든', 1)","('아니죠', 1)","('미치', 2)","('부담스럽다는', 2)","('행복한데', 2)","('좋아해요', 1)","('무섭지', 1)","('아닌거', 2)","('같지만', 1)","('답답하고', 1)","('옳은', 3)","('성공한다에', 1)","('안되요', 1)","('슬픈거다', 2)","('저래요', 2)","('아니예요', 1)","('안되나', 1)",,,"('흔히', 1)",,"('짧은거야', 1)","('재미있어요', 2)","('같습니다', 1)","('아니였어', 1)"
"('진정한', 2)","('미쳤어었', 1)","('힘드시지', 2)","('좋겠당', 2)","('정신차리고나니', 2)","('불쌍해요', 1)","('행복하자아', 2)","('있었을까', 2)","('나쁜', 2)","('많았어', 1)","('솔직히', 1)",,"('심히', 2)","('궁금해요', 2)","('있지', 1)","('없어', 1)","('재밌네요', 2)","('깊어져서', 2)","('높은', 2)","('행복해야되', 2)","('좋을까요', 2)","('심해야겠다', 2)","('미쳐서', 2)","('어떤', 1)","('없기', 1)","('맛있겠', 1)","('재밌어', 1)","('엉뚱하시네요', 1)","('미쳤네', 2)","('선명하게', 2)","('엄청나게', 2)","('이뻐', 1)","('신선하다', 1)","('가혹해요', 2)","('좋았는데', 1)","('나쁜말로', 1)","('좋아하는', 3)","('기대하고있었는데다', 1)","('이뻐', 1)","('좋아한', 2)","('착한', 2)","('흉하니', 1)","('찌질한', 1)",,,"('같다는', 1)",,"('빨간', 1)","('죄송하지만', 2)","('비싸네', 1)","('싫어하냐', 1)"
"('망했다고', 2)","('그러운', 1)","('시급합니다', 2)","('아프져', 2)","('있던거', 2)","('힘들겠구나', 1)","('아련해지는', 2)","('사소한', 2)","('빡쳐서', 2)","('예뻐', 1)","('야한다', 1)",,"('재탕합니다', 2)","('궁금했었는데', 2)",,"('예쁘다', 1)","('재밌네', 2)","('즐겁게', 2)","('유리해진다내가', 2)","('아닌데', 2)","('좋아하는게', 2)","('설렌다', 2)","('좋고', 2)","('어렵고', 1)","('부탁드려용', 1)","('설레는거', 1)","('변했다가', 1)","('좋아요', 1)","('좋진', 2)","('깔끔할', 2)","('힘들었을까', 2)","('그러는걸', 1)","('창피한건', 1)","('미쳤고', 2)","('기뻐요', 1)","('멍청하네', 1)","('옳다는', 3)","('기대했는데', 1)","('멋있다', 1)","('저랬겠죠', 1)","('아닌가', 2)","('위험할', 1)","('없다고', 1)",,,"('성공하고', 1)",,"('있자나', 1)","('계시는', 2)","('좋아', 1)","('미쳤냐고', 1)"
"('아녀', 2)","('사랑스러워', 1)","('재밌네요', 2)","('시리네요', 2)","('당할', 2)","('더하면', 1)","('건강히', 2)","('소소하고도', 2)","('좋아하세요', 2)","('그렇다구요', 1)","('야해요', 1)",,"('재미없다고', 2)","('마땅찮다는', 2)",,"('불쌍하다', 1)","('뒤늦게', 2)","('좋지', 2)","('안되는', 2)","('좋지만', 2)","('아니라고', 2)","('재미있어요', 2)","('있네', 2)","('몽글몽글하고', 1)","('투명하옵니다', 1)","('설레', 1)","('아니에요', 1)","('좋겠다는', 1)","('아니야', 2)","('재미없는', 2)","('없는듯', 2)","('건강하시길', 1)","('무섭', 1)","('멍청한거다', 2)","('아니든', 1)","('착해라', 1)","('그러려니', 3)","('좋겠습니다', 1)","('너무한다', 1)","('없지만', 1)","('잘생긴', 2)","('있다는데', 1)","('아니라고', 1)",,,"('높은', 1)",,"('위험해', 1)","('같지', 2)","('이럴까', 1)","('조져야지', 1)"
"('불안하네', 2)","('죄송해요', 1)","('진정한', 2)","('침울해', 2)","('빨라요', 2)","('많아서', 1)","('예뻐', 2)","('행복한', 2)","('잘생겨', 2)","('재미있었습니다', 1)","('새로운', 1)",,"('좋아해서', 2)","('소심하게', 2)",,"('이런건', 1)","('재밌고', 2)","('안되요', 2)","('궁금한데', 2)","('행복해져야', 2)","('쉬운데', 2)","('같아여', 2)","('있겠네', 2)","('따스한', 1)","('부끄러워하고', 1)","('좋아용', 1)","('낮은거지', 1)","('그런거였', 1)","('안좋아', 1)","('난잡하고', 2)","('아니지', 2)","('좋겠나', 1)","('잘생겼다', 1)","('있는걸', 2)","('씁쓸하게', 1)","('어떻해', 1)","('멀면', 3)","('유명해지면', 1)","('아닌가', 1)","('이뻐지시고', 1)","('예쁜', 2)","('멋있는', 1)","('그런다고', 1)",,,"('비슷한', 1)",,"('싫다는', 1)","('나쁘다는', 2)","('든든하게', 1)","('귀여워요', 1)"
"('좋게', 2)","('기대할', 1)","('쓰리', 2)","('있었지만', 2)","('그렇네', 2)","('있었다니', 1)","('아무렇지', 2)","('좋겠다고', 2)","('불안하지', 2)","('착한', 1)","('있을거예요', 1)",,"('불안하더니', 2)","('있음', 2)",,"('무서운', 1)","('이뻐여', 2)","('재밌었어요', 2)","('더럽게', 2)","('있을께요', 2)","('재밌지', 2)","('귀엽네', 2)","('어뜩해', 2)","('더주세', 1)","('능글맞을수', 1)","('비슷하다', 1)","('없는건', 1)","('아니었', 1)","('반했다고', 1)","('뻣뻣하다', 2)","('이상한데', 2)","('유치한', 1)","('무서운데', 1)","('멋진데', 2)","('답답하고', 1)","('재밌고', 1)","('아닌데', 3)","('어떠', 1)","('차가', 1)","('있을게요', 1)","('그러다', 2)","('아닐', 1)","('유명한', 1)",,,"('달콤한', 1)",,"('싫어해', 1)","('많을', 2)","('없어서', 1)","('강인하도다', 1)"
"('망하면', 2)","('무리하지', 1)","('안타깝다', 2)","('같지', 2)","('가능하네', 2)","('정신차리자', 1)","('좋아한다고', 2)","('어느새', 2)","('좋은데', 2)","('없지', 1)","('아름다운', 1)",,"('높은', 2)","('좋겠다', 2)",,"('좋아하는데', 1)","('신선하시네요', 2)","('괜찮고', 2)","('강한거였어', 2)","('좋아하는', 2)","('예쁘고', 2)","('예쁘당', 2)","('기뻐하면서', 2)","('있음', 1)","('있을텐데', 1)","('없었다', 1)","('아니죠', 1)","('귀엽당', 1)","('좋겠지만', 1)","('부자연스러', 2)","('있겠지', 2)","('귀여워요', 1)","('무서우', 1)","('계신거라고', 2)","('편해질', 1)","('같다는', 1)","('다정하고', 3)","('괜찮고', 1)","('있잖오', 1)","('많고', 1)","('없는데', 2)","('흔쾌히', 1)","('그랬음', 1)",,,"('재밌어서', 1)",,"('있는고야', 1)","('뿐입니다', 2)","('좋음', 1)","('빡칠거', 1)"
"('당할텐데', 2)","('있게', 1)","('멋지당', 2)","('슬프더라고요', 2)","('같았는데', 2)","('없냐', 1)","('있구나', 2)","('설레는', 2)","('뻔했네요', 2)","('없어', 1)","('어떠신', 1)",,"('굉장히', 2)","('재밌겠다', 2)",,"('무서워', 1)","('재밌는걸', 2)","('이쁘세요', 2)","('아프면', 2)","('이럼안', 2)","('피곤해', 2)","('좋지만', 2)","('저래', 2)","('짧은', 1)","('재미있어요', 1)","('쉬워', 1)","('슬프겠다', 1)","('부러워요', 1)","('있어여', 1)","('재밌네요', 2)","('재밌잖아요', 2)","('부드러울', 1)","('궁금해지네요', 1)","('좋게', 2)","('없고', 1)","('시원한', 1)","('원하신', 2)","('재밌는데', 1)","('섬뜩함', 1)","('쿨하게', 1)","('답답해', 2)","('싫지만', 1)","('싫다느니', 1)",,,"('계셨네요', 1)",,"('예쁘니까', 1)","('없잖아요', 2)","('미잔', 1)","('착한', 1)"
"('어떤', 2)","('기쁘구나', 1)","('미쳤', 1)","('힘들어하는데', 2)","('낮기에', 2)","('그만하라고', 1)","('아련하네', 2)","('미다', 2)","('좋아하는데', 2)","('비슷한거', 1)","('안되는', 1)",,"('길고', 2)","('멋진', 2)",,"('아닌듯', 1)","('없으면', 1)","('힘들어하지', 2)","('재미있게', 2)","('슬프다', 2)","('더하는', 2)","('미쳐', 2)","('좋테', 2)","('좋겟내요', 1)","('있대', 1)","('좋지', 1)","('없지', 1)","('그러세요', 1)","('미친거', 1)","('안되어있어도', 2)","('시급해', 2)","('죄송합나다', 1)","('재밌다', 1)","('완벽한', 2)","('아팠겠다', 1)",,"('아닌지', 2)","('비슷하', 1)","('그래두', 1)","('새로', 1)","('재미있어', 2)","('같음', 1)","('좋겠다는', 1)",,,"('재밌어용', 1)",,"('탁합니당', 1)","('아니라는', 2)","('부었나', 1)","('그렇지', 1)"
"('당한셈', 2)","('다행히', 1)","('기쁘당', 1)","('슬프', 2)","('피터지는', 2)","('신기하다', 1)","('바람직한', 2)","('같으면서도', 2)","('친하게', 2)","('싫어요', 1)","('부탁드려용', 1)",,"('실망하신', 2)","('조진다', 2)",,"('멋지네', 1)","('엄청난', 1)","('죄송합니다', 2)","('없어서', 2)","('궁금하시면', 2)","('많음', 2)","('이쁘네', 2)","('귀엽네요', 2)","('좋은', 1)","('귀여워졌', 1)","('안녕하세요', 1)","('좋겠', 1)","('차가', 1)","('행복하게', 1)","('있을게', 2)","('행복하게', 2)","('좋아서', 1)","('좋을것', 1)","('아닌것', 2)","('이상하네요', 1)",,"('충분히', 2)","('미쳤네', 1)","('재밌어서', 1)","('신기하고', 1)","('귀엽죠', 2)","('아님', 1)","('싫은', 1)",,,"('궁금하네요', 1)",,"('분명히', 1)","('안좋은', 2)","('재밌긴한데', 1)","('착하네요', 1)"
"('아니네요', 2)","('있을게요', 1)","('싫어', 1)","('안됬다', 2)","('평등할', 2)","('밉시다', 1)","('아련했다', 2)","('몽글몽글하고', 2)","('죄송합니다', 2)","('재미있군요', 1)","('무섭다', 1)",,"('충분히', 2)","('같은건', 2)",,"('무섭게', 1)","('이런거', 1)","('좋겠다', 2)","('멋져요', 2)","('그런거', 2)","('이상하거나', 2)","('멋진', 2)","('없네', 2)","('힘들죠', 1)","('잘생겨졌', 1)","('자세하게는', 1)","('잘생겼음', 1)","('있던거죠', 1)","('평범한', 1)","('어때요', 2)","('있었으면', 2)","('작은', 1)","('재미있어용', 1)","('기대하면서', 1)","('부탁드려요', 1)",,"('전화해야하는', 2)","('재밌어지네', 1)","('안되는', 1)","('재밌는', 1)","('짧고', 2)","('충분히', 1)","('아니꼽게', 1)",,,"('불안하당', 1)",,"('불쌍해', 1)","('많아요', 2)","('그래요', 1)","('짧기는', 1)"
"('있겠죠', 2)","('무책임한', 1)","('기뻐요', 1)","('슬퍼요', 2)","('무겁다', 2)","('그래두', 1)","('오묘하네요', 2)","('따뜻해서', 2)","('무리하지', 2)","('있는건', 1)","('아니요', 1)",,"('실망하실수', 2)","('상관없습니다', 2)",,"('좋아요', 1)","('없어', 1)","('아니잖아요', 2)","('아닐거야', 2)","('아니에요', 2)","('한심한', 2)","('좋아하는것', 1)","('작작해', 2)","('재미있게', 1)","('미친', 1)","('단순하게', 1)","('무시무시하군', 1)","('진정한', 1)","('위험한', 1)","('분명한데요', 2)","('시급해요', 2)","('이뿌당', 1)",,"('웬만한', 1)","('궁금하네', 1)",,"('괴로워진다는건', 2)","('없어', 1)","('솔직히', 1)","('빠르게', 1)","('굵게', 2)","('적당히', 1)","('없으', 1)",,,"('짧아요', 1)",,"('좋다구', 1)","('죄송하네요', 2)","('말랑말랑한', 1)","('다르다고', 1)"
"('많더라구요', 2)","('미치겠', 1)","('좀아하는데', 1)","('슬퍼졌어요', 2)","('나쁘다고', 2)","('재밌다', 1)","('깊은', 2)","('같았는데', 2)","('미워하게되', 2)","('재밌네용', 1)","('있냐고요', 1)",,"('좋아서', 2)","('재밌는', 2)",,"('좋다', 1)","('포근하네요', 1)","('답답하긴', 2)","('무사히', 2)","('똑같은', 2)","('아니에요', 2)","('조으다', 1)","('이뻐', 2)","('엄청난', 1)","('귀여운', 1)","('대단합니다', 1)","('새롭구만', 1)","('심했었고', 1)","('없어서', 1)","('좋겠어요', 2)","('재밌는데', 2)","('싫구', 1)",,"('뛰어난', 1)","('안녕하세요', 1)",,"('없나', 2)","('대단하다', 1)","('머냐고', 1)","('아닌데', 1)","('안됩니다', 2)",,"('다름을', 1)",,,"('무섭다', 1)",,"('그런거', 1)","('두렵', 2)","('딴딴하길', 1)","('아닐까', 1)"
"('수많은', 2)","('행복해질', 1)","('유일하게', 1)","('많은데', 2)","('없는게', 2)","('많은데', 1)","('같습니다', 2)","('같던', 2)","('아니라면', 2)","('없다', 1)","('아니라니', 1)",,"('안타까운', 2)","('작가였습니다', 2)",,"('찝찝하던데', 1)","('실망할', 1)","('너무하다', 2)","('좋을거', 2)","('간절해요', 2)","('안타깝네요', 2)","('아닌거', 1)","('입니당', 2)","('빠르게', 1)","('잘생겼고', 1)","('설렙니다', 1)","('든든하게', 1)","('뜨거운', 1)","('중요한', 1)","('남다르셔요', 2)","('빨개', 2)","('없는데', 1)",,"('빡치겟다', 1)","('재밌어요', 1)",,"('안되니', 2)","('있었다구', 1)","('무섭다구', 1)","('안되는군', 1)","('대단한', 2)",,"('불편한거나', 1)",,,"('자잘한', 1)",,"('싫어하는', 1)","('이상한것도', 2)","('딱딱해질', 1)","('재밌고', 1)"
"('아니니까', 2)","('없어이거', 1)","('조하요', 1)","('싫으셨겠다', 2)","('나쁘게', 2)","('조진다', 1)","('기대할께요', 2)","('다르네요', 2)","('짠하긴한데', 2)","('아닌지', 1)","('심하네요', 1)",,"('아니네요', 2)","('필요해서는', 2)",,"('예쁜', 1)","('아쉽네요', 1)","('상관없이', 2)","('재미있어서', 2)","('즐겁게', 2)","('싫어진거', 2)","('빨개지는거', 1)","('같으니라고', 2)","('그러다', 1)","('귀엽다', 1)","('좋겠어요', 1)","('새롭네', 1)","('있다가', 1)","('괜찮다고', 1)","('잘생긴거', 2)","('귀여워라', 2)","('같당', 1)",,"('없어서', 1)","('당당함', 1)",,"('있을까요', 2)","('재미있', 1)","('안타깝', 1)","('부러운', 1)","('없다', 2)",,"('없으면', 1)",,,"('좋더라구요', 1)",,"('당했다고', 1)","('아니에요', 2)","('있다고', 1)","('유익한', 1)"
"('멍청한', 2)","('아닐까', 1)","('좋지만', 1)","('있었다고', 2)","('있지만', 2)","('궁금해요', 1)","('슬퍼지네요', 2)","('반가워요', 2)","('안되는거지', 2)","('있던데요', 1)","('좋았을텐데', 1)",,"('많네', 2)","('아닌지', 2)",,,"('재밌어서', 1)","('중요한', 2)","('재밌는', 2)","('힘드셨을텐데', 2)","('싫음', 2)","('좋겠는데', 1)","('좋아한다는', 2)","('조진다', 1)","('좋겠습니다', 1)","('부드러운', 1)","('재밌당', 1)","('없습니다', 1)","('유용하기도', 1)","('똑같아서', 2)","('사소하지만', 2)","('이쁜거', 1)",,"('똑같', 1)","('멋져요', 1)",,"('대단하다', 2)","('미쳤는데요', 1)","('착한듯', 1)","('아닙니까', 1)","('짧을줄은', 2)",,"('싫어해서', 1)",,,"('안될거', 1)",,"('기대합니다', 1)","('많으니까', 2)","('시끌시끌해서', 1)","('야무진', 1)"
"('확실하게', 2)","('이쁘다', 1)","('안좋은', 1)","('힘든데', 2)","('다르다면', 2)","('망하고', 1)","('없는데', 2)","('있을거', 2)","('힘들면', 2)","('어떨까', 1)","('창창한', 1)",,"('어이없네요', 2)","('건강하게', 2)",,,"('없는게', 1)","('적당히', 2)","('미쳤나', 2)","('아쉬워요', 2)","('많았었음', 2)","('행복하게해', 1)","('아니지', 2)","('필요한', 1)","('이뻐요', 1)","('있는거', 1)","('없는거지', 1)","('가능한', 1)","('같지', 1)","('검은', 2)","('중요한', 2)","('아닙니까', 1)",,"('많어', 1)","('불쌍하다', 1)",,"('많으시단', 2)","('궁금해지고', 1)","('무섭네요', 1)","('풋풋한', 1)","('길게', 1)",,"('이상하네요', 1)",,,"('더했다', 1)",,"('조으다', 1)","('당당하고', 2)","('있다면', 1)","('아무렇지', 1)"
"('멋져요', 2)","('잘생긴건', 1)","('똑같은걸', 1)","('계시길래', 2)","('아니니', 2)","('싫테하는', 1)","('덤덤한게', 2)","('이래', 2)","('괜찮으니', 2)","('재밌어', 1)","('어떡해요', 1)",,"('꾸준히', 2)","('좋아하니깐', 2)",,,"('그런지', 1)","('어이없네', 2)","('미쳐', 2)","('행복했으면', 2)","('싫어질만', 2)","('좋아하더라고요', 1)","('괜찮은데', 2)","('당하다가', 1)","('길게', 1)","('까맣고', 1)","('시원한', 1)","('건강한', 1)","('궁금해서', 1)","('힘드셨을까', 1)","('당해', 2)","('이뿌어요', 1)",,"('똑똑했었던걸', 1)","('짜증나더라도', 1)",,"('많으시니', 2)","('재밌어', 1)","('더러운데', 1)","('없는데', 1)","('없어서', 1)",,"('예쁘네요', 1)",,,"('그런데도', 1)",,"('행복하자', 1)","('똑같으신', 2)","('너무한거', 1)","('잘생겼는데에', 1)"
"('있다니요', 2)","('불쌍하잖아', 1)","('행복합니다', 1)","('쉬운게', 2)","('착한거', 2)","('싫테하니', 1)","('왠만한', 2)","('바쁘시죠', 2)","('불쌍함', 2)","('아니였네요', 1)","('시급하지만', 1)",,"('좋겠다', 2)","('좋은걸', 2)",,,"('예뻐요', 1)","('답답해', 2)","('그럴', 2)","('미친', 2)","('부은', 2)","('무서운', 1)","('빠른', 2)","('당한다', 1)","('설렌다', 1)","('말캉한건', 1)","('없어서', 1)","('특별한', 1)","('미치겠다', 1)","('건강한', 1)","('이상한건', 2)","('이상해', 1)",,"('멍청한', 1)","('좋게', 1)",,"('편하고', 2)","('있네요', 1)","('많음', 1)","('많구', 1)","('야한다', 1)",,"('좋을까요', 1)",,,"('예쁘다', 1)",,"('대단하셔', 1)","('신기해요', 2)","('아니냐', 1)","('죄송합니다', 1)"
